sample	chrom	chr_length	chr_bases	chr_mean_depth	chr_min_depth	chr_max_depth	sample_mean_depth_nuclear	chr_depth_norm	chr_log2_norm
Cn10102	NC_026746.1	1621675	363924069	224.41	0	10946	179.47104785812098	1.2503966666389836	0.32238583745707855
Cn10102	NC_026747.1	1575141	281197057	178.52	0	1654	179.47104785812098	0.9947008285209723	-0.007665416577606009
Cn10102	NC_026748.1	1084805	188341938	173.62	0	1135	179.47104785812098	0.9673983746796505	-0.047817980965048246
Cn10102	NC_026749.1	1814975	319681279	176.14	0	806	179.47104785812098	0.9814396366551873	-0.027028557278710168
Cn10102	NC_026750.1	1422463	250224350	175.91	0	667	179.47104785812098	0.9801580929034518	-0.028913629891201744
Cn10102	NC_026751.1	1399503	245932991	175.73	0	971	179.47104785812098	0.9791551456194849	-0.030390624146927125
Cn10102	NC_026752.1	1398693	241206366	172.45	0	6989	179.47104785812098	0.9608792173338654	-0.057572999481245425
Cn10102	NC_026753.1	1186808	205858033	173.46	0	951	179.47104785812098	0.966506865982791	-0.04914811363125549
Cn10102	NC_026754.1	1059964	186848745	176.28	0	1410	179.47104785812098	0.9822197067649394	-0.02588232655202517
Cn10102	NC_026755.1	1561994	271105155	173.56	0	1454	179.47104785812098	0.9670640589183281	-0.04831663701271883
Cn10102	NC_026756.1	774062	135646057	175.24	0	1085	179.47104785812098	0.9764249002353528	-0.03441900850651056
Cn10102	NC_026757.1	756744	135111079	178.54	0	1437	179.47104785812098	0.9948122671080796	-0.0075037972371707175
Cn10102	NC_026758.1	942867	162905572	172.78	0	526	179.47104785812098	0.9627179540211381	-0.0548148990351845
Cn10103	NC_026745.1	2291499	430889702	188.04	0	1253	192.0498306803599	0.9791208840635027	-0.03044110628138054
Cn10103	NC_026746.1	1621675	396489147	244.49	0	12986	192.0498306803599	1.2730550145962871	0.3482947661130008
Cn10103	NC_026747.1	1575141	300318275	190.66	0	1778	192.0498306803599	0.992763176747221	-0.010478490407614144
Cn10103	NC_026748.1	1084805	200533275	184.86	0	1175	192.0498306803599	0.9625626814931884	-0.05504760371460936
Cn10103	NC_026749.1	1814975	342091161	188.48	0	860	192.0498306803599	0.981411956117257	-0.02706924764465626
Cn10103	NC_026750.1	1422463	267989928	188.4	0	712	192.0498306803599	0.980995397562029	-0.02768172697497127
Cn10103	NC_026751.1	1399503	262309607	187.43	0	1159	192.0498306803599	0.9759446250798891	-0.03512880303059203
Cn10103	NC_026752.1	1398693	258090805	184.52	0	10102	192.0498306803599	0.9607923076334692	-0.0577034944094609
Cn10103	NC_026753.1	1186808	219571705	185.01	0	1057	192.0498306803599	0.9633437287842408	-0.05387743977594309
Cn10103	NC_026754.1	1059964	199248421	187.98	0	1483	192.0498306803599	0.9788084651470818	-0.030901516382906957
Cn10103	NC_026755.1	1561994	289396340	185.27	0	1657	192.0498306803599	0.9646975440887321	-0.051851401252240366
Cn10103	NC_026756.1	774062	144109498	186.17	0	1491	192.0498306803599	0.9693838278350474	-0.04486008056625071
Cn10103	NC_026757.1	756744	143674143	189.86	0	1528	192.0498306803599	0.9885975911949407	-0.01654470365886453
Cn10103	NC_026758.1	942867	173338410	183.84	0	597	192.0498306803599	0.9572515599140309	-0.06302998882900353
Cn10601	NC_026745.1	2291499	776218818	338.74	0	1209	201.5964027258628	1.6802879189299298	0.7487084613507878
Cn10601	NC_026746.1	1621675	349877360	215.75	0	9082	201.5964027258628	1.070207588442854	0.09789066370063282
Cn10601	NC_026747.1	1575141	280515971	178.09	0	1356	201.5964027258628	0.8833986995401523	-0.17886338631318371
Cn10601	NC_026748.1	1084805	218476565	201.4	0	1449	201.5964027258628	0.9990257627457279	-0.0014062123588998085
Cn10601	NC_026749.1	1814975	322950972	177.94	0	858	201.5964027258628	0.8826546386443636	-0.1800790381904838
Cn10601	NC_026750.1	1422463	254238517	178.73	0	723	201.5964027258628	0.8865733593621844	-0.17368808326791269
Cn10601	NC_026751.1	1399503	250389748	178.91	0	1223	201.5964027258628	0.887466232437131	-0.17223586802752014
Cn10601	NC_026752.1	1398693	244122368	174.54	0	9874	201.5964027258628	0.8657892583398179	-0.20791219343158437
Cn10601	NC_026753.1	1186808	209245244	176.31	0	1322	201.5964027258628	0.8745691769101255	-0.19335559154314758
Cn10601	NC_026754.1	1059964	187895218	177.27	0	1273	201.5964027258628	0.8793311666431737	-0.1855214909577026
Cn10601	NC_026755.1	1561994	276501103	177.02	0	1639	201.5964027258628	0.8780910651501924	-0.18755752821579538
Cn10601	NC_026756.1	774062	136310988	176.1	0	1388	201.5964027258628	0.8735274916560212	-0.19507498653447622
Cn10601	NC_026757.1	756744	136343586	180.17	0	1593	201.5964027258628	0.8937163439617566	-0.1621110868515974
Cn10601	NC_026758.1	942867	165310094	175.33	0	554	201.5964027258628	0.8697079790576389	-0.2013970248302728
Cn10602	NC_026745.1	2291499	440867401	192.39	0	1345	196.85228677723	0.9773318011678482	-0.033079658964247013
Cn10602	NC_026746.1	1621675	395872951	244.11	0	11466	196.85228677723	1.2400668744897523	0.31041792455828066
Cn10602	NC_026747.1	1575141	304658092	193.42	0	1475	196.85228677723	0.9825641508492395	-0.02537649200391618
Cn10602	NC_026748.1	1084805	207565223	191.34	0	1456	196.85228677723	0.9719978524635172	-0.04097496854977987
Cn10602	NC_026749.1	1814975	351024830	193.4	0	789	196.85228677723	0.9824625518263	-0.02552567715899321
Cn10602	NC_026750.1	1422463	276148249	194.13	0	709	196.85228677723	0.9861709161635968	-0.020090388920430517
Cn10602	NC_026751.1	1399503	270421204	193.23	0	1021	196.85228677723	0.981598960131313	-0.026794374222111395
Cn10602	NC_026752.1	1398693	265026622	189.48	0	5359	196.85228677723	0.9625491433301309	-0.05506789494180381
Cn10602	NC_026753.1	1186808	226744998	191.05	0	1079	196.85228677723	0.9705246666308925	-0.04316321427832329
Cn10602	NC_026754.1	1059964	204736934	193.15	0	1404	196.85228677723	0.9811925640395546	-0.027391794403903182
Cn10602	NC_026755.1	1561994	298525390	191.12	0	1811	196.85228677723	0.9708802632111813	-0.04263471306686458
Cn10602	NC_026756.1	774062	148663589	192.06	0	1181	196.85228677723	0.9756554172893442	-0.035556389256459535
Cn10602	NC_026757.1	756744	149019030	196.92	0	1679	196.85228677723	1.0003439798636762	4.961727116719372e-4
Cn10602	NC_026758.1	942867	179500029	190.38	0	565	196.85228677723	0.9671210993624146	-0.04823154488440294
Cn10603	NC_026745.1	2291499	410399426	179.1	0	1202	182.486077877665	0.9814447331158328	-0.02702106561123082
Cn10603	NC_026746.1	1621675	366114529	225.76	0	10296	182.486077877665	1.2371354715144076	0.3070034901127097
Cn10603	NC_026747.1	1575141	281699017	178.84	0	1414	182.486077877665	0.9800199668924374	-0.029116951941912574
Cn10603	NC_026748.1	1084805	192154143	177.13	0	1309	182.486077877665	0.9706493890385676	-0.04297782503024163
Cn10603	NC_026749.1	1814975	324597836	178.84	0	752	182.486077877665	0.9800199668924374	-0.029116951941912574
Cn10603	NC_026750.1	1422463	256446700	180.28	0	651	182.486077877665	0.9879109798220119	-0.017547047769195464
Cn10603	NC_026751.1	1399503	250382506	178.91	0	955	182.486077877665	0.9804035577987361	-0.028552375259027783
Cn10603	NC_026752.1	1398693	245961153	175.85	0	8077	182.486077877665	0.9636351553233903	-0.053441067971885116
Cn10603	NC_026753.1	1186808	209710451	176.7	0	1084	182.486077877665	0.9682930448998751	-0.046484363045575336
Cn10603	NC_026754.1	1059964	190257788	179.49	0	1361	182.486077877665	0.9835818824509259	-0.023882934108442524
Cn10603	NC_026755.1	1561994	277028326	177.36	0	1689	182.486077877665	0.9719097591592636	-0.04110572761724722
Cn10603	NC_026756.1	774062	137914596	178.17	0	1089	182.486077877665	0.9763484539321492	-0.03453196447484868
Cn10603	NC_026757.1	756744	138135527	182.54	0	1504	182.486077877665	1.000295486225372	4.2623354202562874e-4
Cn10603	NC_026758.1	942867	166577719	176.67	0	534	182.486077877665	0.9681286487971756	-0.04672932357607114
Cn12601	NC_026745.1	2291499	395467613	172.58	0	1072	184.4116182074896	0.9358412538076787	-0.095664267822043
Cn12601	NC_026746.1	1621675	348427536	214.86	0	9609	184.4116182074896	1.1651109734217049	0.22046737391848661
Cn12601	NC_026747.1	1575141	272439080	172.96	0	1146	184.4116182074896	0.9379018615052503	-0.09249112238854373
Cn12601	NC_026748.1	1084805	357309895	329.38	0	1204	184.4116182074896	1.786113061647776	0.836823406503861
Cn12601	NC_026749.1	1814975	314139863	173.08	0	703	184.4116182074896	0.9385525797255362	-0.09149052470130266
Cn12601	NC_026750.1	1422463	245485251	172.58	0	685	184.4116182074896	0.9358412538076787	-0.095664267822043
Cn12601	NC_026751.1	1399503	241378974	172.47	0	1841	184.4116182074896	0.93524476210575	-0.09658411398853418
Cn12601	NC_026752.1	1398693	237917831	170.1	0	15807	184.4116182074896	0.9223930772551057	-0.11654640957244668
Cn12601	NC_026753.1	1186808	201052598	169.41	0	929	184.4116182074896	0.9186514474884624	-0.12241051342074838
Cn12601	NC_026754.1	1059964	181671934	171.39	0	1552	184.4116182074896	0.9293882981231778	-0.10564661481808961
Cn12601	NC_026755.1	1561994	265634069	170.06	0	1601	184.4116182074896	0.922176171181677	-0.11688570756104942
Cn12601	NC_026756.1	774062	132623875	171.33	0	2075	184.4116182074896	0.929062939013035	-0.10615176014569032
Cn12601	NC_026757.1	756744	130955756	173.05	0	1419	184.4116182074896	0.9383899001704646	-0.09174060907038405
Cn12601	NC_026758.1	942867	159251196	168.9	0	528	184.4116182074896	0.9158858950522478	-0.12676022243444587
Cn12602	NC_026745.1	2291499	413814136	180.59	0	1106	184.04634387039505	0.9812202524771206	-0.02735108332493654
Cn12602	NC_026746.1	1621675	371016670	228.79	0	10790	184.04634387039505	1.2431108121393235	0.3139549053994554
Cn12602	NC_026747.1	1575141	286560020	181.93	0	1180	184.04634387039505	0.988501027372294	-0.016685629505318784
Cn12602	NC_026748.1	1084805	192740510	177.67	0	1197	184.04634387039505	0.9653546833025639	-0.050868991027119684
Cn12602	NC_026749.1	1814975	329169186	181.36	0	681	184.04634387039505	0.9854039813347949	-0.021212794294337544
Cn12602	NC_026750.1	1422463	257474880	181.01	0	630	184.04634387039505	0.9835022863994883	-0.02399968847062433
Cn12602	NC_026751.1	1399503	252879661	180.69	0	965	184.04634387039505	0.9817635938872082	-0.02655242573097453
Cn12602	NC_026752.1	1398693	248067357	177.36	0	8022	184.04634387039505	0.9636703249312927	-0.053388415167816165
Cn12602	NC_026753.1	1186808	211406190	178.13	0	1006	184.04634387039505	0.9678540537889667	-0.047138580186394455
Cn12602	NC_026754.1	1059964	190385976	179.62	0	1507	184.04634387039505	0.9759498407992714	-0.03512109288783684
Cn12602	NC_026755.1	1561994	279037850	178.64	0	1452	184.04634387039505	0.9706250949804133	-0.043013934212650026
Cn12602	NC_026756.1	774062	139191198	179.82	0	1261	184.04634387039505	0.9770365236194465	-0.03351560080039277
Cn12602	NC_026757.1	756744	137432479	181.61	0	1453	184.04634387039505	0.9867623348600139	-0.019225446484568066
Cn12602	NC_026758.1	942867	167678890	177.84	0	536	184.04634387039505	0.9662783636997129	-0.0494892370081334
Cn12603	NC_026745.1	2291499	404740267	176.63	0	1075	181.53156192941336	0.9729988445132242	-0.039490003155416564
Cn12603	NC_026746.1	1621675	365667069	225.49	0	11336	181.53156192941336	1.242153141874466	0.3128430506943891
Cn12603	NC_026747.1	1575141	279986682	177.75	0	1133	181.53156192941336	0.9791685705272355	-0.030370843915827672
Cn12603	NC_026748.1	1084805	217921601	200.89	0	1255	181.53156192941336	1.1066395169238612	0.1461853469235347
Cn12603	NC_026749.1	1814975	321230663	176.99	0	673	181.53156192941336	0.9749819707320136	-0.03655255394922399
Cn12603	NC_026750.1	1422463	251997887	177.16	0	648	181.53156192941336	0.9759184470019974	-0.0351675014246514
Cn12603	NC_026751.1	1399503	247255557	176.67	0	1399	181.53156192941336	0.9732191918708674	-0.0391633244014844
Cn12603	NC_026752.1	1398693	242796424	173.59	0	11462	181.53156192941336	0.9562524453323364	-0.06453656292482889
Cn12603	NC_026753.1	1186808	206262552	173.8	0	1055	181.53156192941336	0.9574092689599637	-0.06279232160820497
Cn12603	NC_026754.1	1059964	186288503	175.75	0	1461	181.53156192941336	0.9681512026450725	-0.04669571446270771
Cn12603	NC_026755.1	1561994	272243491	174.29	0	1503	181.53156192941336	0.9601085240910935	-0.058730607471210165
Cn12603	NC_026756.1	774062	135752946	175.38	0	1755	181.53156192941336	0.9661129895868723	-0.04973616878275884
Cn12603	NC_026757.1	756744	133964834	177.03	0	1382	181.53156192941336	0.97520231808965685	-0.03622653958912504
Cn12603	NC_026758.1	942867	163239296	173.13	0	522	181.53156192941336	0.953718450719439	-0.06836466691759059
Cn12801	NC_026745.1	2291499	707944537	308.94	0	1205	190.0688379500437	1.6254111054290736	0.7008046564505749
Cn12801	NC_026746.1	1621675	312839892	192.91	0	7551	190.0688379500437	1.0149480687134156	0.021405911719505163
Cn12801	NC_026747.1	1575141	255482783	162.2	0	1159	190.0688379500437	0.8533750284864237	-0.22874819996340312
Cn12801	NC_026748.1	1084805	171615771	158.2	0	1224	190.0688379500437	0.8323300216186944	-0.2647724197078842
Cn12801	NC_026749.1	1814975	295163604	162.63	0	1196	190.0688379500437	0.8556373667247046	-0.22492860676112647
Cn12801	NC_026750.1	1422463	229832814	161.57	0	670	190.0688379500437	0.8500604399047563	-0.23436267334181252
Cn12801	NC_026751.1	1399503	225843870	161.37	0	1114	190.0688379500437	0.8490081895613699	-0.2361496247573511
Cn12801	NC_026752.1	1398693	220430268	157.6	0	8095	190.0688379500437	0.829173270588535	-0.2702544847242998
Cn12801	NC_026753.1	1186808	362670768	305.59	0	1281	190.0688379500437	1.6077859121773503	0.6850753144753048
Cn12801	NC_026754.1	1059964	170056690	160.44	0	1580	190.0688379500437	0.8441152254646228	-0.24448814825352938
Cn12801	NC_026755.1	1561994	248724525	159.24	0	1584	190.0688379500437	0.8378017234043041	-0.25531924297668857
Cn12801	NC_026756.1	774062	119511321	154.4	0	1249	190.0688379500437	0.8123372650943516	-0.29984926691259556
Cn12801	NC_026757.1	756744	122442736	161.8	0	1528	190.0688379500437	0.8512705277996508	-0.23231041175069833
Cn12801	NC_026758.1	942867	148067522	157.04	0	499	190.0688379500437	0.8262269696270529	-0.2753899416018673
Cn12802	NC_026745.1	2291499	459954286	200.72	0	1840	221.57197996971394	0.9058907178941844	-0.14259107360198472
Cn12802	NC_026746.1	1621675	392006719	241.73	0	9906	221.57197996971394	1.0909772979103287	0.12562108100803387
Cn12802	NC_026747.1	1575141	316525855	200.95	0	1463	221.57197996971394	0.9069287552851552	-0.14093887206504987
Cn12802	NC_026748.1	1084805	212965040	196.32	0	1394	221.57197996971394	0.8860326112843079	-0.17456829534825233
Cn12802	NC_026749.1	1814975	367336897	202.39	0	1859	221.57197996971394	0.913427771993842	-0.13063744058965115
Cn12802	NC_026750.1	1422463	283339363	199.19	0	796	221.57197996971394	0.8989855126412046	-0.15363022832350143
Cn12802	NC_026751.1	1399503	278458928	198.97	0	1433	221.57197996971394	0.8979926073107107	-0.1552245268029864
Cn12802	NC_026752.1	1398693	273066618	195.23	0	8468	221.57197996971394	0.8811132166923157	-0.18260068792524123
Cn12802	NC_026753.1	1186808	451004472	380.01	0	1426	221.57197996971394	1.7150634301861747	0.7782619342539465
Cn12802	NC_026754.1	1059964	210912472	198.98	0	2112	221.57197996971394	0.8980377393711877	-0.155152020455898
Cn12802	NC_026755.1	1561994	308097449	197.25	0	2028	221.57197996971394	0.8902298929086682	-0.16775014922297407
Cn12802	NC_026756.1	774062	153301543	198.05	0	1505	221.57197996971394	0.8938404577468275	-0.1619107482191753
Cn12802	NC_026757.1	756744	293983988	388.49	0	1993	221.57197996971394	1.7533354174706641	0.8101020136858538
Cn12802	NC_026758.1	942867	184805407	196	0	579	221.57197996971394	0.8845883853490442	-0.17692179512122438
Cn12803	NC_026745.1	2291499	473115604	206.47	0	1600	221.7724653493297	0.9309992549109931	-0.10314808170763855
Cn12803	NC_026746.1	1621675	418316365	257.95	0	12149	221.7724653493297	1.1631290638072875	0.21801119086422596
Cn12803	NC_026747.1	1575141	326792280	207.47	0	1499	221.7724653493297	0.9355083809579297	-0.09617751666204896
Cn12803	NC_026748.1	1084805	220792198	203.53	0	1454	221.7724653493297	0.9177424243329997	-0.1238387944945167
Cn12803	NC_026749.1	1814975	376616859	207.51	0	1225	221.7724653493297	0.9356887459998071	-0.09589939337025521
Cn12803	NC_026750.1	1422463	294395584	206.96	0	807	221.7724653493297	0.9332087266739921	-0.09972829649106896
Cn12803	NC_026751.1	1399503	288172386	205.91	0	1417	221.7724653493297	0.9284741443247087	-0.10706635960431658
Cn12803	NC_026752.1	1398693	282657338	202.09	0	7905	221.7724653493297	0.911249282825411	-0.13408232088222408
Cn12803	NC_026753.1	1186808	464349799	391.26	0	1498	221.7724653493297	1.7642406571244014	0.8190473699423254
Cn12803	NC_026754.1	1059964	218474955	206.12	0	1966	221.7724653493297	0.9294210607945653	-0.10559575802278118
Cn12803	NC_026755.1	1561994	317541453	203.29	0	2032	221.7724653493297	0.9166602340817348	-0.12554100603761484
Cn12803	NC_026756.1	774062	159340993	205.85	0	1625	221.7724653493297	0.9282035967618925	-0.10748680696717844
Cn12803	NC_026757.1	756744	158056478	208.86	0	1688	221.7724653493297	0.9417760661631716	-0.08654403573097134
Cn12803	NC_026758.1	942867	190924153	202.49	0	594	221.7724653493297	0.9130529332441857	-0.13122959358782219
Cn14701	NC_026745.1	2291499	463781420	202.39	0	1140	216.86563638410766	0.9332506678998753	-0.09966345886451616
Cn14701	NC_026746.1	1621675	430496956	265.46	0	13686	216.86563638410766	1.2240759044453822	0.2916930217328711
Cn14701	NC_026747.1	1575141	318511480	202.21	0	1595	216.86563638410766	0.9324206608826218	-0.10094712235681672
Cn14701	NC_026748.1	1084805	216151539	199.25	0	899	216.86563638410766	0.9187716565988941	-0.1222217435208258
Cn14701	NC_026749.1	1814975	370941444	204.38	0	1830	216.86563638410766	0.9424268565906248	-0.08554744226607215
Cn14701	NC_026750.1	1422463	291241766	204.74	0	1193	216.86563638410766	0.9440868706251322	-0.08300847888726985
Cn14701	NC_026751.1	1399503	287324983	205.31	0	1437	216.86563638410766	0.9467152261797689	-0.07899756947146251
Cn14701	NC_026752.1	1398693	280099706	200.26	0	1862	216.86563638410766	0.9234289181957065	-0.11492718220522236
Cn14701	NC_026753.1	1186808	237989545	200.53	0	1549	216.86563638410766	0.9246739287215872	-0.11298338260959075
Cn14701	NC_026754.1	1059964	216974715	204.7	0	1079	216.86563638410766	0.9439024246212979	-0.08329036537524948
Cn14701	NC_026755.1	1561994	316050124	202.34	0	2101	216.86563638410766	0.9330201103950827	-0.10001991750317103
Cn14701	NC_026756.1	774062	316419144	408.78	0	1572	216.86563638410766	1.8849459361831664	0.9145231448631778
Cn14701	NC_026757.1	756744	156449736	206.74	0	2022	216.86563638410766	0.9533091708168401	-0.06898391971520336
Cn14701	NC_026758.1	942867	194418034	206.2	0	2850	216.86563638410766	0.9508191497650789	-0.07275713503055162
Cn14702	NC_026745.1	2291499	394005318	171.94	0	958	184.00086426516313	0.9344521325303002	-0.097807331323439
Cn14702	NC_026746.1	1621675	359244722	221.53	0	10481	184.00086426516313	1.20396173618377	0.26778954168637664
Cn14702	NC_026747.1	1575141	271081060	172.1	0	1199	184.00086426516313	0.9353216936632818	-0.09646544536143549
Cn14702	NC_026748.1	1084805	184411603	170	0	745	184.00086426516313	0.9239087037928989	-0.1141777963765749
Cn14702	NC_026749.1	1814975	315519968	173.84	0	1587	184.00086426516313	0.9447781709844562	-0.08195246310771848
Cn14702	NC_026750.1	1422463	247454467	173.96	0	967	184.00086426516313	0.9454303418341924	-0.08095692882493298
Cn14702	NC_026751.1	1399503	242852908	173.53	0	1237	184.00086426516313	0.9430933962893044	-0.08452744414467496
Cn14702	NC_026752.1	1398693	238153439	170.27	0	1558	184.00086426516313	0.9253760882048053	-0.11188827486253104
Cn14702	NC_026753.1	1186808	202302847	170.46	0	1303	184.00086426516313	0.9264086920502209	-0.11027930537830392
Cn14702	NC_026754.1	1059964	185042604	174.57	0	988	184.00086426516313	0.9487455436536845	-0.0759068908165222
Cn14702	NC_026755.1	1561994	268376403	171.82	0	1816	184.00086426516313	0.933799961680564	-0.09881456550972485
Cn14702	NC_026756.1	774062	268626590	347.03	0	1384	184.00086426516313	1.8860237498661745	0.9153478433504518
Cn14702	NC_026757.1	756744	133468821	176.37	0	1776	184.00086426516313	0.958528106399727	-0.061107359009586006
Cn14702	NC_026758.1	942867	165455089	175.48	0	2467	184.00086426516313	0.953691172597517	-0.06840593126977078
Cn14703	NC_026745.1	2291499	468940850	204.64	0	1207	211.51830866372495	0.9674812610445925	-0.04769437663791132
Cn14703	NC_026746.1	1621675	454155210	280.05	0	16603	211.51830866372495	1.3239988621752257	0.4049018823151725
Cn14703	NC_026747.1	1575141	322231261	204.57	0	1694	211.51830866372495	0.9671503204255879	-0.048187955259388064
Cn14703	NC_026748.1	1084805	217262854	200.28	0	881	211.51830866372495	0.9468683882037285	-0.07876418543579326
Cn14703	NC_026749.1	1814975	373720926	205.91	0	1942	211.51830866372495	0.9734854694179635	-0.038768649948054734
Cn14703	NC_026750.1	1422463	293547217	206.37	0	1311	211.51830866372495	0.9756602220571373	-0.035549284496442304
Cn14703	NC_026751.1	1399503	288290072	205.99	0	1633	211.51830866372495	0.9738636872682547	-0.03820824400135713
Cn14703	NC_026752.1	1398693	282336759	201.86	0	1983	211.51830866372495	0.9543381907469776	-0.06742748730103117
Cn14703	NC_026753.1	1186808	240036790	202.25	0	1534	211.51830866372495	0.9561820027671465	-0.06464284331484592
Cn14703	NC_026754.1	1059964	219222279	206.82	0	1136	211.51830866372495	0.9777876974650246	-0.03240684143112266
Cn14703	NC_026755.1	1561994	318200867	203.71	0	2095	211.51830866372495	0.9630844785349588	-0.05426574290587567
Cn14703	NC_026756.1	774062	165248839	213.48	0	1869	211.51830866372495	1.0092743335017573	0.013318370468767743
Cn14703	NC_026757.1	756744	158189821	209.04	0	2123	211.51830866372495	0.9882832428106022	-0.01700351619952745
Cn14703	NC_026758.1	942867	194449447	206.23	0	2938	211.51830866372495	0.9749983408191278	-0.036528331095937505
Cn15001	NC_026745.1	2291499	697617059	304.44	0	2401	202.09056548202116	1.5064533036159191	0.5911559535922751
Cn15001	NC_026746.1	1621675	369240143	227.69	0	14926	202.09056548202116	1.1266730807394187	0.17206895897382832
Cn15001	NC_026747.1	1575141	253393463	160.87	0	1349	202.09056548202116	0.7960292437021841	-0.3291066629009168
Cn15001	NC_026748.1	1084805	323940894	298.62	0	1375	202.09056548202116	1.4776543342720594	0.5633088212053553
Cn15001	NC_026749.1	1814975	277207028	152.73	0	2500	202.09056548202116	0.7557502728329368	-0.4040185002078447
Cn15001	NC_026750.1	1422463	434995388	305.8	0	1146	202.09056548202116	1.5131829596825255	0.5975864350553468
Cn15001	NC_026751.1	1399503	227957034	162.88	0	1834	202.09056548202116	0.8059752795065067	-0.31119250511712493
Cn15001	NC_026752.1	1398693	219826737	157.17	0	1581	202.09056548202116	0.777720620579799	-0.3626761038026046
Cn15001	NC_026753.1	1186808	191964637	161.75	0	1962	202.09056548202116	0.8003837270393999	-0.32123625942558814
Cn15001	NC_026754.1	1059964	174247126	164.39	0	1637	202.09056548202116	0.8134471770510475	-0.2978794304656398
Cn15001	NC_026755.1	1561994	249704951	159.86	0	2580	202.09056548202116	0.7910314844174249	-0.33819297729558223
Cn15001	NC_026756.1	774062	125197645	161.74	0	1748	202.09056548202116	0.8003342442742043	-0.3213254550756142
Cn15001	NC_026757.1	756744	122009140	161.23	0	2238	202.09056548202116	0.7978106232492268	-0.3258817611251844
Cn15001	NC_026758.1	942867	150430631	159.55	0	770	202.09056548202116	0.7894975186963602	-0.34099336302614586
Cn15002	NC_026745.1	2291499	422693608	184.46	0	2023	185.55281077272357	0.9941105135073265	-0.008521852328712285
Cn15002	NC_026746.1	1621675	412546380	254.4	0	16865	185.55281077272357	1.3710382448024712	0.4552688153310721
Cn15002	NC_026747.1	1575141	283062496	179.71	0	1346	185.55281077272357	0.968511332442815	-0.04615916514670167
Cn15002	NC_026748.1	1084805	191906379	176.9	0	1469	185.55281077272357	0.9533673958551775	-0.06889580726282483
Cn15002	NC_026749.1	1814975	310780950	171.23	0	2617	185.55281077272357	0.9228100576160657	-0.11589436698940887
Cn15002	NC_026750.1	1422463	258323265	181.6	0	906	185.55281077272357	0.9786971118558521	-0.031065652662368267
Cn15002	NC_026751.1	1399503	253122631	180.87	0	1986	185.55281077272357	0.9747629219238324	-0.036876720081722325
Cn15002	NC_026752.1	1398693	243827294	174.33	0	1553	185.55281077272357	0.9395168915739577	-0.0900089947950793
Cn15002	NC_026753.1	1186808	214663139	180.87	0	2274	185.55281077272357	0.9747629219238324	-0.036876720081722325
Cn15002	NC_026754.1	1059964	193935449	182.96	0	1567	185.55281077272357	0.9860265615922176	-0.020301584428972886
Cn15002	NC_026755.1	1561994	277968013	177.96	0	2515	185.55281077272357	0.9590800552085211	-0.06027685166485888
Cn15002	NC_026756.1	774062	139008700	179.58	0	1596	185.55281077272357	0.9678107232768388	-0.047203170621388374
Cn15002	NC_026757.1	756744	135630162	179.23	0	2025	185.55281077272357	0.96592446782998	-0.05001771550286752
Cn15002	NC_026758.1	942867	167845494	178.02	0	642	185.55281077272357	0.9594034132851256	-0.05979052263922227
Cn15003	NC_026745.1	2291499	482097306	210.39	0	2395	210.7956419163152	0.998075662700483	-0.002778906514106837
Cn15003	NC_026746.1	1621675	463293937	285.69	0	18775	210.7956419163152	1.3552936740192072	0.43860549818041206
Cn15003	NC_026747.1	1575141	322905483	205	0	1515	210.7956419163152	0.9725058741080803	-0.04022113062811818
Cn15003	NC_026748.1	1084805	217623410	200.61	0	1601	210.7956419163152	0.9516800166088878	-0.07145151720622411
Cn15003	NC_026749.1	1814975	354245161	195.18	0	3038	210.7956419163152	0.9259204707727567	-0.11103981214600074
Cn15003	NC_026750.1	1422463	294478591	207.02	0	1090	210.7956419163152	0.9820886149163649	-0.026074888542454776
Cn15003	NC_026751.1	1399503	287760749	205.62	0	2422	210.7956419163152	0.9754471113858706	-0.03586444266795832
Cn15003	NC_026752.1	1398693	277415162	198.34	0	1612	210.7956419163152	0.9409112930273007	-0.08786937952346646
Cn15003	NC_026753.1	1186808	243557218	205.22	0	2354	210.7956419163152	0.9735495389485865	-0.03867370271419603
Cn15003	NC_026754.1	1059964	220019974	207.57	0	1763	210.7956419163152	0.9846977770176304	-0.02224709367054629
Cn15003	NC_026755.1	1561994	315832774	202.2	0	2886	210.7956419163152	0.9592228670470918	-0.060062043117912065
Cn15003	NC_026756.1	774062	157889384	203.98	0	1785	210.7956419163152	0.9676670643930059	-0.047417335786172375
Cn15003	NC_026757.1	756744	153975886	203.47	0	2238	210.7956419163152	0.9652476595354688	-0.05102894386129744
Cn15003	NC_026758.1	942867	191086120	202.66	0	705	210.7956419163152	0.9614050753499686	-0.05678367526540948
Cn16001	NC_026745.1	2291499	529242976	230.96	0	3741	142.54413583091338	1.6202700914611177	0.6962343236855277
Cn16001	NC_026746.1	1621675	277260738	170.97	0	10843	142.54413583091338	1.199417983794195	0.2623345095122931
Cn16001	NC_026747.1	1575141	190928933	121.21	0	2969	142.54413583091338	0.8503331216920769	-0.23389996085622666
Cn16001	NC_026748.1	1084805	130154539	119.98	0	2296	142.54413583091338	0.8417042153338453	-0.24861475238035008
Cn16001	NC_026749.1	1814975	220527889	121.5	0	8088	142.54413583091338	0.8523675792887331	-0.23045237516994857
Cn16001	NC_026750.1	1422463	174929053	122.98	0	1001	142.54413583091338	0.8627503284027029	-0.21298497706996664
